BERDO ID,Tax Parcel ID,Property Owner Name,Building Address,Building Address City,Building Address Zip  Code,Parcel Address,Parcel Address City,Parcel Address Zip Code,Reported Gross Floor Area (Sq Ft),Reported Enclosed Parking Area (Sq Ft),Largest Property Type,All Property Types and GFAs,Site EUI (Energy Use Intensity kBtu/ft²),Energy Star Score,Total Site Energy Usage (kBtu),Natural Gas Usage (kBtu),Natural Gas Emissions (kgCO2e),Electricity Usage (kWh),Electricity Emissions (kgCO2e),Renewable System Electricity Usage Onsite (kBtu),District Hot Water Usage (kBtu),District Hot Water Emissions (kgCO2e),District Chilled Water Usage (kBtu),District Chilled Water Emissions (kgCO2e),District Steam Usage (kBtu),District Steam Emissions (kgCO2e),Fuel Oil 1 Usage (kBtu),Fuel Oil 1 Emissions (kgCO2e),Fuel Oil 2 Usage (kBtu),Fuel Oil 2 Emissions (kgCO2e),Fuel Oil 4 Usage (kBtu),Fuel Oil 4 Emissions (kgCO2e),Fuel Oil 5 and 6 Usage (kBtu),Fuel Oil 5 and 6 Emissions (kgCO2e),Propane Usage (kBtu),Propane Emissions (kgCO2e),Diesel Usage (kBtu),Diesel Emissions (kgCO2e),Kerosene Usage (kBtu),Kerosene Emissions (kgCO2e),Water Usage Intensity (Gallons/ft²),Compliance Status,Estimated Total GHG Emissions (kgCO2e),First Emissions Compliance Year (Projected),Community Choice Electricity Participation,Renewable Energy Purchased through a Power Purchase Agreement (PPA),Renewable Energy Certificate (REC) Purchase,Backup Generator,Battery Storage,Electric Vehicle (EV) Charging,Corresponding Campus ID,Notes
104012,603405060.0,king terminal llc mass llc,15 elkins st,boston,2127.0,564  574 e first st,boston,2127.0,36000.0,,Office,Office (36000.0),61,69.0,2197704.2,1087599.9,57762.431,325353.0,66742.914,,,,,,,,,,,,,,,,,,,,,,4.68,in compliance,124505.345,2025.0,I'm not sure,No,No,No,I'm not sure,I'm not sure,,
104014,603405060.0,king terminal llc mass llc,72 k st,boston,2127.0,564  574 e first st,boston,2127.0,11400.0,,Fitness Center/Health Club/Gym,"Non-Refrigerated Warehouse (4200.0),Manufacturing/Industrial Plant (3000.0),Fitness Center/Health Club/Gym (4200.0)",35.8,,407823.2,279300.0,14833.623,37668.0,7727.214,,,,,,,,,,,,,,,,,,,,,,1.77,in compliance,22560.837,2025.0,I'm not sure,No,No,No,I'm not sure,I'm not sure,,
104015,603405060.0,king terminal llc mass llc,574 e first st,boston,2127.0,564  574 e first st,boston,2127.0,32027.0,,Office,"Office (16150.0),Non-Refrigerated Warehouse (15877.0)",210.4,7.0,6738100.1,6738100.1,357860.496,,0.0,,,,,,,,,,,,,,,,,,,,,,2.83,in compliance,357860.496,2025.0,I'm not sure,No,No,No,I'm not sure,I'm not sure,C10077,
104016,2101603000.0,kingston gardens condo tr,36 bellvista rd,boston,2134.0,239  245 kelton st,boston,2134.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2025.0,,,,,,,,
104017,2101603000.0,kingston gardens condo tr,276 corey rd,boston,2134.0,239  245 kelton st,boston,2134.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2025.0,,,,,,,,
104018,2101603000.0,kingston gardens condo tr,280 corey rd,boston,2134.0,239  245 kelton st,boston,2134.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2025.0,,,,,,,,
104019,2101603000.0,kingston gardens condo tr,239 kelton st,boston,2134.0,239  245 kelton st,boston,2134.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2025.0,,,,,,,,
104020,304565010.0,,23-25 kingston st,boston,2111.0,23  29 kingston st,boston,2111.0,29001.0,,Office,"Restaurant (4834.0),Office (24167.0)",64.9,44.0,1882535.7,519800.0,27606.578,399395.0,81931.89,,,,,,,,,,,,,,,,,,,,,,14.11,in compliance,109538.468,2030.0,No,No,No,No,No,No,,
104021,1800967000.0,,37 babson st,boston,2126.0,37 babson st,boston,2126.0,54462.0,,K-12 School,K-12 School (54462.0),77.8,29.0,4239851.8,2009094.8,106703.025,653797.5,134120.019,,,,,,,,,,,,,,,,,,,,,,8.9,in compliance,240823.044,2025.0,No,No,No,No,No,No,,
104022,1701290000.0,kit clark senior services,641-649b washington st,boston,2124.0,641 649b washington st,boston,2124.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030.0,,,,,,,,
104023,1804490000.0,kitpop condo tr,8 kittredge st,boston,2131.0,8 kittredge st,boston,2131.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030.0,,,,,,,,
104024,1804490000.0,kitpop condo tr,79 poplar st,boston,2131.0,8 kittredge st,boston,2131.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030.0,,,,,,,,
104025,1202544001.0,klsl realty llc,651-663 warren st,boston,2121.0,651  663 warren st,boston,2121.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030.0,,,,,,,,
104026,305279000.0,kneeland 72 realty llc,74 kneeland st,boston,2111.0,72  66 kneeland st,boston,2111.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030.0,,,,,,,,
104027,401506000.0,koutounidis stylianos,82-96 westland ave,boston,2115.0,94  96 hemenway st,boston,2115.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030.0,,,,,,,,
104028,304896020.0,kp washington street llc,659-665 washington st,boston,2111.0,659  677 washington st,boston,2111.0,315480.0,53185.0,Multifamily Housing,"Multifamily Housing (312580.0),Parking (53185.0),Swimming Pool (0.0),Other (2900.0)",39,97.0,12315466,5441332.0,288989.143,2014693.0,413294.122,,,,,,,,,,,,,,,,,,,,,,11.99,pending revisions,702283.265,2025.0,I'm not sure,No,No,No,I'm not sure,I'm not sure,,
104029,2102168001.0,,50 sutherland rd,boston,2135.0,50 sutherland rd,boston,2135.0,82360.0,0.0,Senior Living Community,"Senior Living Community (82360.0),Parking (557.0)",Not Available,,Not Available,,,831927.8,170661.669,,,,,,,,,,,,,,,,,,,,,,36.77,in compliance,170661.669,2025.0,No,No,No,No,No,No,,
104030,503801000.0,,375 newbury st,boston,2115.0,93  97 massachusetts av,boston,2115.0,38658.0,,Retail Store,Retail Store (38658.0),43.5,62.0,1679811.2,521571.4,27700.657,339460.7,69636.968,,,,,,,,,,,,,,,,,,,,,,7.13,in compliance,97337.625,2025.0,No,No,No,No,No,No,,
104031,202162080.0,kti recycling of n e inc maine corp,24 bunker hill industrial park,boston,2129.0,490 r rutherford av,boston,2129.0,65800.0,,Manufacturing/Industrial Plant,Manufacturing/Industrial Plant (65800.0),38.5,,2534193.8,241679.7,12835.609,671897.4,137833.033,,,,,,,,,,,,,,,,,,,,,,2.22,in compliance,150668.642,2025.0,No,No,No,No,No,No,,
104032,202162095.0,kti recycling of n e inc maine corp,14 bunker hill industrial park,boston,2129.0,410 r rutherford av,boston,2129.0,82706.0,,Manufacturing/Industrial Plant,Manufacturing/Industrial Plant (82706.0),Not Available,,Not Available,1292831.0,68662.254,,0.0,,,,,,,,,,,,,,,,,,,,,,5.29,pending revisions,68662.254,2025.0,No,No,No,No,No,No,,
104033,300471000.0,kuehn robert h jr manager,150 staniford st,boston,2114.0,150 staniford st,boston,2114.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2025.0,,,,,,,,
104034,504244000.0,,25-29a queensberry st,boston,2215.0,29 a25 queensberry st,boston,2215.0,38220.0,,Multifamily Housing,Multifamily Housing (38220.0),68.6,,2622733.9,2291500.3,121701.581,97079.0,19914.786,,,,,,,,,,,,,,,,,,,,,,2064.76,in compliance,141616.367,2025.0,I'm not sure,No,No,No,I'm not sure,I'm not sure,,
104035,504231000.0,,100 jersey st,boston,2215.0,100 jersey st,boston,2215.0,43124.0,,Multifamily Housing,Multifamily Housing (43124.0),34.1,82.0,1470121.6,,,430868.0,88388.262,,,,,,,,,,,,,,,,,,,,,,22.72,in compliance,88388.262,2025.0,I'm not sure,No,No,No,I'm not sure,I'm not sure,,
104037,802573000.0,laconcha limited partnership,23 mount pleasant ave,boston,2119.0,23  29 mt pleasant av,boston,2119.0,15716.0,,Multifamily Housing,Multifamily Housing (15716.0),75.6,,1188765.1,939167.0,49879.159,73153.0,15006.606,,,,,,,,,,,,,,,,,,,,,,64.97,in compliance,64885.765,2030.0,I'm not sure,No,No,No,I'm not sure,I'm not sure,,
104038,1200420000.0,laconcha limited partnership,3 alaska st,boston,2119.0,3  15 alaska st,boston,2119.0,42548.0,,Multifamily Housing,Multifamily Housing (42548.0),53.9,80.0,2293667,1852782.0,98401.252,129216.0,26507.37,,,,,,,,,,,,,,,,,,,,,,41.18,in compliance,124908.622,2025.0,I'm not sure,No,No,No,I'm not sure,I'm not sure,,
104039,306395010.0,,1180-1200 washington st,boston,2118.0,1180  1200 washington st,boston,2118.0,125022.0,,Multifamily Housing,Multifamily Housing (125022.0),48.6,,6080163.5,3026100.0,160716.171,895094.8,183619.747,,,,,,,,,,,,,,,,,,,,,,21.92,in compliance,344335.918,2025.0,Yes,No,No,No,Yes,Yes,,
104040,304959000.0,,27-35 harrison ave,boston,2111.0,35  27 harrison av,boston,2111.0,67500.0,,Office,"Office (61200.0),Supermarket/Grocery Store (3200.0),Retail Store (3100.0)",64,,4320873,,,670937.0,137636.016,,,,,,,,,,2031635.9,150767.7,,,,,,,,,,,12.02,in compliance,288403.716,2025.0,No,No,No,No,No,No,,
104041,304500200.0,,2 avenue de lafayette,boston,2111.0,2 avenue de lafayette,boston,2111.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2025.0,No,No,No,No,No,No,,
104042,503585000.0,lafayette condominium tr,333 commonwealth ave,boston,2115.0,333 commonwealth av,boston,2115.0,42864.0,8050.0,Multifamily Housing,"Multifamily Housing (42864.0),Parking (8050.0)",23.2,99.0,995065.4,,,291637.0,59826.414,,,,,,,,,,,,,,,,,,,,,,13.11,in compliance,59826.414,2030.0,No,No,No,No,No,No,,
104043,304242000.0,,120-128a essex st,boston,2111.0,88  100 kingston st,boston,2111.0,75600.0,,Multifamily Housing,Multifamily Housing (75600.0),35.1,94.0,2651757.5,1493775.9,79334.438,339385.0,69621.439,,,,,,,,,,,,,,,,,,,,,,14.05,in compliance,148955.877,2025.0,No,No,No,No,No,No,,
104044,1600255000.0,lambert ferdinand g trsts,735 william t morrissey blvd,boston,2122.0,741  779 wm t morrissey bl,boston,2122.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2025.0,,,,,,,,
104045,1600255000.0,lambert ferdinand g trsts,777 william t morrissey blvd,boston,2122.0,741  779 wm t morrissey bl,boston,2122.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2025.0,,,,,,,,
104046,1600255000.0,lambert ferdinand g trsts,731 william t morrissey blvd #b,boston,2122.0,741  779 wm t morrissey bl,boston,2122.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2025.0,,,,,,,,
104048,2010803000.0,lamp lighter estates,5269-5273 washington st,boston,2132.0,5269 a-5293b washington st,boston,2132.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030.0,,,,,,,,
104049,2010803000.0,lamp lighter estates,5277-5293 washington st,boston,2132.0,5269 a-5293b washington st,boston,2132.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030.0,,,,,,,,
104050,2102098000.0,lanark road llc mass llc,23-27 lanark rd,boston,2135.0,23  27 lanark rd,boston,2135.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2025.0,No,No,No,No,No,No,,
104051,2101830000.0,lancaster condominium trust,1501 commonwealth ave,boston,2135.0,1501 commonwealth av,boston,2135.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2025.0,,,,,,,,
104052,103647000.0,,344-352 meridian st,boston,2128.0,344  352 meridian st,boston,2128.0,50000.0,,Multifamily Housing,Multifamily Housing (50000.0),66.9,70.0,3344770.1,2485683.1,132014.629,251784.0,51650.97,,,,,,,,,,,,,,,,,,,,,,45.26,in compliance,183665.599,2025.0,No,Yes,No,No,No,No,,
104053,104482000.0,landfall community,72-74 marginal st,boston,2128.0,72  74 marginal st,boston,2128.0,10380.0,,Multifamily Housing,Multifamily Housing (10380.0),125.2,,1299374,1049727.6,55751.033,73167.2,15009.519,,,,,,,,,,,,,,,,,,,,,,110.02,in compliance,70760.552,2030.0,No,Yes,No,No,No,No,,
104054,103613000.0,,401 border st,boston,2128.0,401 border st,boston,2128.0,51488.0,,Multifamily Housing,Multifamily Housing (51488.0),55.1,65.0,2835791.1,1900106.5,100914.656,274233.5,56256.26,,,,,,,,,,,,,,,,,,,,,,23.74,in compliance,157170.916,2025.0,No,No,No,No,No,No,,
104055,2100077000.0,landmark center owner limited partnership,401 park dr,boston,2215.0,401 park dr,boston,2215.0,1003987.0,,Office,"Restaurant (23406.0),Office (809285.0),Data Center (6800.0),Other - Mall (140607.0),Retail Store (23889.0)",66.4,71.0,66693266.7,26680224.9,1416986.744,11727150.0,2405707.551,,,,,,,,,,,,,,,,,,,,,,9.54,in compliance,3822694.295,2025.0,No,No,No,No,No,No,,
104058,900660000.0,,508 shawmut ave,boston,2118.0,83 w springfield st,boston,2118.0,107340.0,10000.0,Multifamily Housing,"Multifamily Housing (107340.0),Parking (10000.0)",60.1,50.0,6447157.6,4600269.3,244320.303,541292.0,111040.641,,,,,,,,,,,,,,,,,,,,,,36.14,in compliance,355360.944,2025.0,I'm not sure,No,No,No,I'm not sure,I'm not sure,,
104059,2100170000.0,,829 beacon st,boston,2215.0,829  833 beacon st,boston,2215.0,50634.0,,Multifamily Housing,Multifamily Housing (50634.0),58.9,96.0,2980532.8,2306400.1,122492.909,197577.0,40530.946,,,,,,,,,,,,,,,,,,,,,,28.59,in compliance,163023.855,2025.0,I'm not sure,No,No,No,I'm not sure,I'm not sure,,
104061,504193000.0,,15-27 lansdowne st,boston,2215.0,15  27 lansdowne st,boston,2215.0,57350.0,,Performing Arts,Performing Arts (57350.0),141.8,,8129649.9,2997033.0,159172.423,1504284.0,308588.82,,,,,,,,,,,,,,,,,,,,,,22.66,in compliance,467761.243,2025.0,No,No,No,No,No,No,,
104064,601360000.0,lawrence place condo tr,125 b st,boston,2127.0,125 b st,boston,2127.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030.0,No,No,No,No,No,No,,
104065,1402195000.0,lbb apartments llc mass llc,112 talbot ave,boston,2124.0,112 talbot av,boston,2124.0,19770.0,,Multifamily Housing,Multifamily Housing (19770.0),96.4,,1905508,1289079.0,68462.986,180665.0,37061.618,,,,,,,,,,,,,,,,,,,,,,62.58,in compliance,105524.604,2030.0,I'm not sure,No,No,No,I'm not sure,I'm not sure,,
104066,401117000.0,,154 berkeley st,boston,2116.0,350 stuart st,boston,2116.0,172000.0,,Hotel,Hotel (172000.0),101.8,66.0,17505282,9838801.7,522538.758,2246917.0,460932.553,,,,,,,,,,,,,,,,,,,,,,30.52,in compliance,983471.311,2025.0,Yes,No,No,No,Yes,Yes,,
104067,401717000.0,ldj development llc,80 fenway,boston,2115.0,80 fenway st,boston,2115.0,23160.0,,Multifamily Housing,Multifamily Housing (23160.0),Not Available,,Not Available,,,16579.5,3401.119,,,,,,,,,,618916.2,45929.771,,,,,,,,,,,,pending revisions,49330.89,2030.0,No,No,No,No,No,No,,
104068,304968000.0,le housing limited,15 essex st,boston,2111.0,15  17 essex st,boston,2111.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2025.0,No,No,No,No,No,No,,
104070,1001851010.0,learning cntr bromley-heath,33 bickford st,boston,2130.0,33 bickford st,boston,2130.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030.0,,,,,,,,
104071,1302556000.0,ledgeview i condo tr,400 savin hill ave,boston,2125.0,400 savin hill av,boston,2125.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030.0,,,,,,,,
104072,1302562000.0,ledgeview ii condominium  trust,10 linda ln,boston,2125.0,5  10 linda la,boston,2125.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2025.0,,,,,,,,
104073,1302562000.0,ledgeview ii condominium  trust,5 linda ln,boston,2125.0,5  10 linda la,boston,2125.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2025.0,,,,,,,,
104074,304437000.0,lee family trust,29-33 edinboro st,boston,2111.0,33  31 edinboro st,boston,2111.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030.0,,,,,,,,
104075,1002148000.0,leeder earle trst,2-18 perkins sq,boston,2130.0,2  18 perkins st,boston,2130.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2025.0,,,,,,,,
104076,302813000.0,leeder earle ts,122-126 bowdoin st,boston,2108.0,126  122 bowdoin st,boston,2108.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2025.0,,,,,,,,
104077,602674245.0,legal seafoods inc - sub lessee,1 seafood wy,boston,2210.0,1 seafood wy,boston,2210.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2025.0,I'm not sure,No,No,No,I'm not sure,I'm not sure,,
104078,1806596000.0,,590 american legion hwy,boston,2131.0,596  590 american legion hw,boston,2131.0,18556.0,,Multifamily Housing,Multifamily Housing (18556.0),34.6,74.0,641346.8,,,187968.0,38559.756,,,,,,,,,,,,,,,,,,,,,,34.66,in compliance,38559.756,2030.0,I'm not sure,No,No,No,I'm not sure,I'm not sure,,
104079,1806596000.0,,594 american legion hwy,boston,2131.0,596  590 american legion hw,boston,2131.0,13942.0,,Multifamily Housing,Multifamily Housing (13942.0),35.2,,491300.7,,,143992.0,29538.519,,,,,,,,,,,,,,,,,,,,,,30.06,in compliance,29538.519,2030.0,No,No,No,No,No,No,,
104080,604420000.0,lennon court condominium  trust,1846-1854 columbia rd,boston,2127.0,1  33 lennon ct,boston,2127.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030.0,,,,,,,,
104081,401038000.0,,704-712 boylston st,boston,2116.0,704  712 boylston st,boston,2116.0,129636.0,,Hotel,"Hotel (121700.0),Restaurant (7936.0)",59.9,68.0,7770083.3,,,2277281.0,467161.424,,,,,,,,,,,,,,,,,,,,,,68.03,in compliance,467161.424,2025.0,I'm not sure,No,No,No,I'm not sure,I'm not sure,,
104082,703676000.0,,690-694 dudley st,boston,2125.0,55 humphreys st,boston,2125.0,135007.0,,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse (135007.0),0.6,100.0,86241.7,,,25276.0,5185.119,,,,,,,,,,,,,,,,,,,,,,5.22,in compliance,5185.119,2025.0,Yes,No,No,No,Yes,Yes,,
104083,1201139000.0,leon victor j ts,300-350 martin luther king jr blvd,boston,2119.0,300  350 martin luther king jr bl,boston,2119.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2025.0,No,No,No,No,No,No,,
104084,1201139000.0,leon victor j ts,301 warren st,boston,2119.0,300  350 martin luther king jr bl,boston,2119.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2025.0,No,No,No,No,No,No,,
104085,1000320000.0,lessee brigham & womens hosp,20 vining st,boston,2115.0,20 vining st,boston,2115.0,21168.0,,Urgent Care/Clinic/Other Outpatient,Urgent Care/Clinic/Other Outpatient (21168.0),154,,3259439,2088393.0,110914.552,343213.9,70406.899,,,,,,,,,,,,,,,,,,,,,,17.33,in compliance,181321.451,2030.0,No,No,No,No,No,No,,
104086,504273000.0,levenson norman a mtgee,117 park dr,boston,2215.0,117 park dr,boston,2215.0,33360.0,,Multifamily Housing,Multifamily Housing (33360.0),49.7,95.0,1656537.6,,,125215.0,25686.605,,,,,,,,,,1229304.0,91226.65,,,,,,,,,,,35.6,in compliance,116913.255,2025.0,I'm not sure,No,No,No,I'm not sure,I'm not sure,,
104087,504270000.0,levenson norman a trst,16 queensberry st,boston,2215.0,16 queensberry st,boston,2215.0,20890.0,,Multifamily Housing,Multifamily Housing (20890.0),86.2,51.0,1800718,,,76332.0,15658.746,,,,,,,,,,1540273.2,114303.674,,,,,,,,,,,38.64,in compliance,129962.42,2030.0,I`m not sure,No,No,No,I`m not sure,I`m not sure,C10086,This building has been reported as part of a campus within Energy Star Portfolio Manager. This reported row of data may not encompass the energy and water usage of the entire building. See this building's corresponding Campus ID at the bottom of this data disclosure spreadsheet to view the reported energy usage for the entire campus of buildings.
104088,601948000.0,levenson norman a trst,417-423c w broadway,boston,2127.0,417 423c w broadway,boston,2127.0,59915.0,,Office,Office (59915.0),25.7,91.0,1537454,,,450602.0,92436.494,,,,,,,,,,,,,,,,,,,,,,2.67,in compliance,92436.494,2025.0,I'm not sure,No,No,No,I'm not sure,I'm not sure,,
104089,2100004000.0,levenson norman a trst,195 park dr,boston,2215.0,195 park dr,boston,2215.0,20720.0,,Multifamily Housing,Multifamily Housing (20720.0),49.8,88.0,1030989.1,,,83671.0,17164.269,,,,,,,,,,745503.6,55323.822,,,,,,,,,,,61.63,in compliance,72488.091,2025.0,I'm not sure,No,No,No,I'm not sure,I'm not sure,,
104090,105398005.0,lewis mall apartments inc,225 sumner st,boston,2128.0,s bremen st,boston,2128.0,30096.0,0.0,Multifamily Housing,"Multifamily Housing (30096.0),Parking (1296.0)",67.9,39.0,2042101.1,1107180.7,58802.367,274009.5,56210.309,,,,,,,,,,,,,,,,,,,,,,47.71,in compliance,115012.676,2025.0,No,Yes,No,No,No,No,,
104091,401067010.0,lho backstreets lessee llc,10 huntington av,boston,2116.0,10 huntington av,boston,2116.0,896062.0,78000.0,Hotel,"Hotel (883800.0),Restaurant (12262.0),Parking (91515.0)",81.1,80.0,72674822.5,14737467.6,782706.904,9078994.0,1862464.829,,,,20397211.9,1074933.067,6562615.9,435757.696,,,,,,,,,,,,,,,24.2,in compliance,4155862.496,2025.0,No,No,No,No,No,No,,
104092,105925000.0,liberty plaza rlty inc,184-220 border st,boston,2128.0,184  220 border st,boston,2128.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2025.0,,,,,,,,
104093,602673121.0,liberty wharf llc,220  270 northern av,boston,2210.0,220  270 northern av,boston,2210.0,75661.0,,Restaurant,"Restaurant (47414.0),Office (28247.0)",384.6,,29100521.9,15276547.1,811337.416,4051575.0,831140.096,,,,,,,,,,,,,,,,,,,,,,103.53,in compliance,1642477.512,2025.0,No,No,No,No,No,No,,
104094,2102313000.0,lichtenstein norman s,114 strathmore rd,boston,2135.0,114 strathmore rd,boston,2135.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030.0,,,,,,,,
104095,1812151000.0,life storage lp,140 neponset valley pkwy,boston,2136.0,21 neponset valley pw,boston,2136.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2025.0,No,No,No,No,No,No,,
104096,900629000.0,lima deacon court llc mass llc,1651-1667 washington st,boston,2118.0,1651  1667 washington st,boston,2118.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2025.0,,,,,,,,
104097,900629000.0,lima deacon court llc mass llc,1669 washington st,boston,2118.0,1651  1667 washington st,boston,2118.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2025.0,,,,,,,,
104098,504213000.0,lincoln halls at park dr,11 park dr,boston,2215.0,11  15 park dr,boston,2215.0,52865.0,,Multifamily Housing,Multifamily Housing (52865.0),72.8,87.0,3851060.2,3277799.9,174083.953,168013.0,34466.187,,,,,,,,,,,,,,,,,,,,,,29.13,in compliance,208550.14,2025.0,No,No,No,No,No,No,,
104101,304304100.0,,66-86 lincoln st,boston,2111.0,66  86 lincoln st,boston,2111.0,121133.0,367.0,Multifamily Housing,"Multifamily Housing (107440.0),Parking (367.0),Retail Store (13693.0)",76.7,7.0,9290327.2,3195382.9,169706.786,1786326.0,366446.916,,,,,,,,,,,,,,,,,,,,,,24.71,in compliance,536153.702,2025.0,I'm not sure,No,No,No,I'm not sure,I'm not sure,,
104102,304246010.0,,1 lincoln st,boston,2111.0,1 lincoln st,boston,2111.0,1427318.0,345838.0,Office,"Office (1427318.0),Parking (345838.0)",47.7,78.0,68144852.8,931747.0,49485.083,19699030.0,4041059.014,,,,,,,,,,,,,,,,,,0.0,,,,4.98,in compliance,4090544.097,2025.0,No,No,No,No,No,No,,
104103,602689000.0,,322-330 summer st,boston,2127.0,320 summer st,boston,2127.0,122100.0,,Office,Office (122100.0),39.2,,4791292.8,1656272.5,87964.632,918821.9,188487.125,,,,,,,,,,,,,,,,,,,,,,3.46,in compliance,276451.757,2025.0,No,No,No,No,No,No,,
104104,502282002.0,lincolnshire condominium tr,20-26 charles st,boston,2114.0,20  26 charles st,boston,2114.0,62800.0,,Multifamily Housing,Multifamily Housing (62800.0),66.4,86.0,4172942.9,3843599.7,204133.58,96525.0,19801.139,,,,,,,,,,,,,,,,,,,,,,19.77,in compliance,223934.719,2025.0,No,No,No,No,No,No,,
104105,2100818000.0,lindale condominium tr,100 linden st,boston,2134.0,100  96 linden st,boston,2134.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030.0,,,,,,,,
104106,300028000.0,,11-17 bowdoin st,boston,2114.0,11  27 bowdoin st,boston,2114.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2025.0,I'm not sure,No,No,No,I'm not sure,I'm not sure,,
104109,1301235000.0,lionhead apartments llc mass llc,713 dudley st,boston,2125.0,713 dudley st,boston,2125.0,37254.0,,Multifamily Housing,Multifamily Housing (37254.0),47.8,94.0,1782149.8,1213830.0,64466.511,166565.0,34169.144,,,,,,,,,,,,,,,,,,,,,,19.05,in compliance,98635.655,2030.0,No,No,No,No,No,No,,
104110,1301236000.0,lionhead apartments llc mass llc,715-723 dudley st,boston,2125.0,715  723 dudley st,boston,2125.0,47624.0,,Multifamily Housing,Multifamily Housing (47624.0),42.6,97.0,2029739.8,1340410.0,71189.175,202031.0,41444.639,,,,,,,,,,,,,,,,,,,,,,48.81,pending revisions,112633.814,2025.0,No,No,No,No,No,No,,
104111,2100792000.0,,56 brighton ave,boston,2134.0,56 brighton av,boston,2134.0,21235.0,,Multifamily Housing,Multifamily Housing (21235.0),16.2,100.0,343264,45700.0,2427.127,87211.0,17890.465,,,,,,,,,,,,,,,,,,,,,,11133.89,pending revisions,20317.592,2025.0,No,No,No,No,No,No,,
104112,703577010.0,local #12 united assn of,1230-1244 massachusetts ave,boston,2125.0,1230  1244 massachusetts av,boston,2125.0,22021.0,,Office,Office (22021.0),69.1,46.0,1520895.7,820900.0,43597.999,205157.0,42085.907,,,,,,,,,,,,,,,,,,,,,,5.17,in compliance,85683.906,2030.0,I'm not sure,No,No,No,I'm not sure,I'm not sure,,
104113,1600009000.0,local 103 ibew educational  corp,194 freeport st,boston,2122.0,194 freeport st,boston,2122.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2025.0,,,,,,,,
